Unnamed: 0;word;translation;type;cefr;phon_br;phon_n_am;definition;example
183;allege;твердження;verb;c1;/əˈledʒ/;/əˈledʒ/;to state something as a fact but without giving proof;allege (that)…, The prosecution alleges (that) she was driving carelessly.
184;allegedly;нібито;adverb;c1;/əˈledʒɪdli/;/əˈledʒɪdli/;expressed as though something is a fact but without giving any proof;crimes allegedly committed during the war
185;alliance;альянс;noun;c1;/əˈlaɪəns/;/əˈlaɪəns/;an agreement between countries, political parties, etc. to work together in order to achieve something that they all want;to form/make an alliance
186;allocate;виділити;verb;c1;/ˈæləkeɪt/;/ˈæləkeɪt/;to give something officially to somebody/something for a particular purpose;allocate something (for something), A large sum has been allocated for buying new books for the library.
187;allocation;розподіл;noun;c1;/ˌæləˈkeɪʃn/;/ˌæləˈkeɪʃn/;an amount of money, space, etc. that is given to somebody for a particular purpose;We have spent our entire allocation for the year.
188;allow;дозволити;verb;a2;/əˈlaʊ/;/əˈlaʊ/;"to let somebody/something do something; to let something happen or be done";allow somebody/something to do something, His parents won't allow him to stay out late.
189;allowance;надбавка;noun;c1;/əˈlaʊəns/;/əˈlaʊəns/;an amount of money that is given to somebody regularly or for a particular purpose;an allowance of $20 a day
190;ally;союзник;noun;c1;/ˈælaɪ/;/ˈælaɪ/;a country that has agreed to help and support another country, especially in case of a war;our European/NATO allies
191;almost;майже;adverb;a2;/ˈɔːlməʊst/;/ˈɔːlməʊst/;not quite;I like almost all of them.
192;alone;поодинці;adjective;a2;/əˈləʊn/;/əˈləʊn/;without any other people;not alone in, Tom is not alone in finding Rick hard to work with.
193;alone;поодинці;adverb;a2;/əˈləʊn/;/əˈləʊn/;without any other people;not alone in, Tom is not alone in finding Rick hard to work with.
194;along;вздовж;adverb;a2;/əˈlɒŋ/;/əˈlɔːŋ/;forward;I was just walking along singing to myself.
195;along;вздовж;preposition;a2;/əˈlɒŋ/;/əˈlɔːŋ/;from one end to or towards the other end of something;They walked slowly along the road.
196;alongside;поряд;preposition;b2;/əˌlɒŋˈsaɪd/;/əˌlɔːŋˈsaɪd/;next to or at the side of something;A police car pulled up alongside us.
197;already;вже;adverb;a2;/ɔːlˈredi/;/ɔːlˈredi/;before now or before a particular time in the past;‘Lunch?’ ‘No thanks, I've already eaten.’
198;also;також;adverb;a1;/ˈɔːlsəʊ/;/ˈɔːlsəʊ/;"in addition; too";She's fluent in French and German. She also speaks a little Italian.
199;alter;alter;verb;b2;/ˈɔːltə(r)/;/ˈɔːltər/;"to become different; to make somebody/something different";Prices did not alter significantly during 2019.
200;alternative;альтернатива;adjective;b1;/ɔːlˈtɜːnətɪv/;/ɔːlˈtɜːrnətɪv/;that can be used instead of something else;The road was closed so we had to find an alternative route.
201;alternative;альтернативний;noun;a2;/ɔːlˈtɜːnətɪv/;/ɔːlˈtɜːrnətɪv/;a thing that you can choose to do or have out of two or more possibilities;The car is too expensive so we're trying to find a cheaper alternative.
202;although;хоча;conjunction;a2;/ɔːlˈðəʊ/;/ɔːlˈðəʊ/;used for introducing a statement that makes the main statement in a sentence seem surprising;Although the sun was shining, it wasn't very warm.
203;altogether;всього;adverb;b2;/ˌɔːltəˈɡeðə(r)/;/ˌɔːltəˈɡeðər/;"(used to emphasize something) completely; in every way";The train went slower and slower until it stopped altogether.
204;aluminium;алюміній;noun;c1;/ˌæljəˈmɪniəm/;/ˌæljəˈmɪniəm/;a chemical element. Aluminium is a light, silver-grey metal used for making pans, etc.;aluminium saucepans/window frames
205;always;завжди;adverb;a1;/ˈɔːlweɪz/;/ˈɔːlweɪz/;"at all times; on every occasion";There's almost always somebody at home in the evenings.
206;amateur;аматор;adjective;c1;/ˈæmətə(r)/;/ˈæmətər/;doing something for pleasure or interest, not as a job;an amateur photographer
207;amateur;аматор;noun;c1;/ˈæmətə(r)/;/ˈæmətər/;a person who takes part in a sport or other activity for pleasure, not as a job;The tournament is open to both amateurs and professionals.
208;amazed;вражений;adjective;b1;/əˈmeɪzd/;/əˈmeɪzd/;very surprised;an amazed look
209;amazing;дивовижно;adjective;a1;/əˈmeɪzɪŋ/;/əˈmeɪzɪŋ/;very surprising, especially in a way that you like or admire;an amazing feat/story/experience
210;ambassador;посол;noun;c1;/æmˈbæsədə(r)/;/æmˈbæsədər/;an official who lives in a foreign country as the senior representative there of their own country;the British Ambassador to Italy/in Rome
211;ambition;амбіція;noun;b1;/æmˈbɪʃn/;/æmˈbɪʃn/;something that you want to do or achieve very much;She had fulfilled her lifelong ambition.
212;ambitious;амбітний;adjective;b1;/æmˈbɪʃəs/;/æmˈbɪʃəs/;determined to be successful, rich, powerful, etc.;a fiercely ambitious young manager
213;ambulance;швидка допомога;noun;b2;/ˈæmbjələns/;/ˈæmbjələns/;a vehicle with special equipment, used for taking sick or injured people to a hospital;Call an ambulance!
214;amend;поправки;verb;c1;/əˈmend/;/əˈmend/;to change a law, document, statement, etc. slightly in order to correct a mistake or to improve it;He asked to see the amended version.
215;amendment;поправка;noun;c1;/əˈmendmənt/;/əˈmendmənt/;"a small change or improvement that is made to a document or proposed new law; the process of changing a document or proposed new law";to introduce/propose/table an amendment (= to suggest it)
216;amid;серед;preposition;c1;/əˈmɪd/;/əˈmɪd/;in the middle of or during something, especially something that causes excitement or fear;He finished his speech amid tremendous applause.
217;among;серед;preposition;a2;/əˈmʌŋ/;/əˈmʌŋ/;"surrounded by somebody/something; in the middle of somebody/something";a house among the trees
218;amount;сума;noun;a2;/əˈmaʊnt/;/əˈmaʊnt/;a quantity of something;I was amazed at the amount he could eat.
219;amount;сума;verb;b2;/əˈmaʊnt/;/əˈmaʊnt/;;
220;amusing;кумедно;adjective;b2;/əˈmjuːzɪŋ/;/əˈmjuːzɪŋ/;funny and giving pleasure;an amusing story/game/incident
221;analogy;аналогія;noun;c1;/əˈnælədʒi/;/əˈnælədʒi/;"a comparison of one thing with another thing that has similar features; a feature that is similar";analogy (between A and B), The teacher drew an analogy between the human heart and a pump.
222;analyse;аналізувати;verb;b1;/ˈænəlaɪz/;/ˈænəlaɪz/;to examine the nature or structure of something, especially by separating it into its parts, in order to understand or explain it;analyse something, The job involves collecting and analysing data.
223;analysis;аналіз;noun;b1;/əˈnæləsɪs/;/əˈnæləsɪs/;"the detailed study or examination of something in order to understand more about it; the result of the study";statistical/data analysis
224;analyst;аналітик;noun;b2;/ˈænəlɪst/;/ˈænəlɪst/;a person whose job involves examining facts or materials in order to give an opinion on them;a political/financial analyst
225;ancestor;предок;noun;b2;/ˈænsestə(r)/;/ˈænsestər/;a person in your family who lived a long time ago;His ancestors had come to America from Ireland.
226;anchor;якір;noun;c1;/ˈæŋkə(r)/;/ˈæŋkər/;a heavy metal object that is attached to a rope or chain and dropped over the side of a ship or boat to keep it in one place;to drop anchor
227;ancient;стародавній;adjective;a2;/ˈeɪnʃənt/;/ˈeɪnʃənt/;belonging to a period of history that is thousands of years in the past;Archaeologists are excavating the ruined temples of this ancient civilization.
228;and;і;conjunction;a1;/ənd/;/ənd/;"also; in addition to";bread and butter
229;angel;ангел;noun;c1;/ˈeɪndʒl/;/ˈeɪndʒl/;a spirit who is believed to be a servant of God, and is sent by God to deliver a message or perform a task. Angels are often shown dressed in white, with wings.;a host of angels
230;anger;гнів;noun;b2;/ˈæŋɡə(r)/;/ˈæŋɡər/;the strong feeling that you have when something has happened that you think is bad and unfair;She had to find a way to express her pent-up anger.
231;angle;кут;noun;b2;/ˈæŋɡl/;/ˈæŋɡl/;the space between two lines or surfaces that join, measured in degrees;a 45° angle
232;angry;злий;adjective;a1;/ˈæŋɡri/;/ˈæŋɡri/;having strong feelings about something that you dislike very much or about an unfair situation;Her behaviour really made me angry.
233;animal;тварина;noun;a1;/ˈænɪml/;/ˈænɪml/;a creature that is not a bird, a fish, a reptile, an insect or a human;the animals and birds of South America
234;animation;анімація;noun;b2;/ˌænɪˈmeɪʃn/;/ˌænɪˈmeɪʃn/;the process of making films, videos and computer games in which drawings, models or images of people and animals seem to move;computer/cartoon animation
235;ankle;щиколотка;noun;a2;/ˈæŋkl/;/ˈæŋkl/;"the joint connecting the foot to the leg; the narrow part of the leg just above the ankle joint";to sprain/break/twist your ankle
236;anniversary;ювілей;noun;b2;/ˌænɪˈvɜːsəri/;/ˌænɪˈvɜːrsəri/;a date that is an exact number of years after the date of an important or special event;on the anniversary of his wife’s death
237;announce;оголосити;verb;b1;/əˈnaʊns/;/əˈnaʊns/;to tell people something officially, especially about a decision, plans, etc.;announce something, He officially announced his intention to resign at today's press conference.
238;announcement;оголошення;noun;b1;/əˈnaʊnsmənt/;/əˈnaʊnsmənt/;a spoken or written statement that informs people about something;to make an announcement
239;annoy;дратувати;verb;b1;/əˈnɔɪ/;/əˈnɔɪ/;to make somebody slightly angry ;annoy somebody, His constant joking was beginning to annoy her.
240;annoyed;роздратований;adjective;b1;/əˈnɔɪd/;/əˈnɔɪd/;slightly angry;annoyed with somebody at/about something, He was beginning to get very annoyed with me about my carelessness.
241;annoying;дратує;adjective;b1;/əˈnɔɪɪŋ/;/əˈnɔɪɪŋ/;making somebody feel slightly angry;This interruption is very annoying.
242;annual;щорічний;adjective;b2;/ˈænjuəl/;/ˈænjuəl/;happening or done once every year;an annual meeting/event/report/conference
243;annually;щорічно;adverb;b2;/ˈænjuəli/;/ˈænjuəli/;once a year;The exhibition is held annually.
244;anonymous;анонім;adjective;c1;/əˈnɒnɪməs/;/əˈnɑːnɪməs/;with a name that is not known or that is not made public;an anonymous donor
245;another;інший;determiner;a1;/əˈnʌðə(r)/;/əˈnʌðər/;"one more; an extra thing or person";Would you like another drink?
246;another;інший;pronoun;a1;/əˈnʌðə(r)/;/əˈnʌðər/;"one more; an extra thing or person";Would you like another drink?
247;answer;відповідь;noun;a1;/ˈɑːnsə(r)/;/ˈænsər/;something that you say, write or do to react to a question or situation;I rang the bell, but there was no answer.
248;answer;відповідь;verb;a1;/ˈɑːnsə(r)/;/ˈænsər/;to say, write or do something as a reaction to a question or situation;I repeated the question, but she didn't answer.
249;anticipate;передбачити;verb;b2;/ænˈtɪsɪpeɪt/;/ænˈtɪsɪpeɪt/;to expect something;anticipate something, We don't anticipate any major problems.
